Ecosystem;Tidal.R;Genus;Specie;lat;long;S.type;Biomass;Bio SE;Bio SD;Bio n;Stock;Stock SE;Stock SD;Stock n;Flux;Flux SE;Flux SD;years;Flux 100
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.035399;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.024896;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.019061;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.014782;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.013615;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;42.563622;8.788548;;0.012059;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.13615;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.09336;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.03501;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.04279;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.04279;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.06613;;;;;;;;;;;;
Seagrass;;Posidonia;Posidonia oceanica;37.655461;24.016249;;0.10503;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0230384;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0271524;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0300322;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0440198;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0139876;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0193358;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0263296;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0168674;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0189244;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0222156;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0139876;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.016456;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0193358;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0148104;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.016456;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0176902;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0148104;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0152218;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.016456;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.018513;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0222156;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0300322;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0283866;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0300322;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0320892;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0366146;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0403172;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0506022;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.037026;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.065824;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.08228;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.037026;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0670582;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0728178;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.0444312;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.057596;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;35.629027;11.04418;;0.065824;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.008228;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.0094622;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.0152218;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.0148104;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.026741;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.0567732;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.06171;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.014399;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.0263296;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.022627;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.561389;22.936827;;0.0119306;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0571846;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.039083;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0255068;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0131648;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0148104;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0049368;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0078166;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.010285;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0168674;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0271524;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0193358;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.0250954;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.049368;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;40.754788;13.930402;;0.024684;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.152218;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.148104;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.135762;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.139876;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.12342;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.139876;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.111078;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.074052;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.069938;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.131648;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.176902;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;42.049389;9.479324;;0.172788;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.02331074;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.02125391;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.01266362;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.01871312;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.01839048;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.03254631;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.01988269;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0217782;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0246013;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0278277;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0254079;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0358937;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0270211;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0371036;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0463795;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0266178;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0274244;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0197617;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0229881;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0427498;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0415399;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.036297;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0419432;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0842897;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0899359;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.056462;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0552521;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0705775;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0072594;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0064528;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0096792;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0133089;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0189551;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.020165;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0181485;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0205683;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.024198;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0250046;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.028231;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0225848;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0330706;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0338772;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0391201;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0471861;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0479927;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0721907;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0504125;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0637214;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0500092;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0338772;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.0157287;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.041784138;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.058567226;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.034856412;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.023493475;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.01500518;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.016900287;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.024354964;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.034527723;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.011235373;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.017472085;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.039853098;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.01839048;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.037689393;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;;;0.037585584;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.120856077;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.182466278;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.16562723;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.033384455;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.083557008;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.124411403;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.248276091;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.211060704;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.156713906;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.279523777;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;1.466280852;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.720578136;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.130750797;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.13717281;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.061214053;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.668360121;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.624769682;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.262073113;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.112687005;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.227907303;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.177185189;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;1.145937498;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.155827545;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.334170114;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.131202467;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.07931977;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.216470442;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.666084648;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.377546552;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.408977458;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.288424581;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.411735103;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.195207562;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.625994431;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.639288828;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.742353154;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.094876043;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.11700333;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.20343787;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.276532694;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.091156577;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.237432272;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.988630262;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.456733652;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;1.281256078;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.062379361;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.112701778;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;0.067746025;;;;;;;;;;;;
Salt Marsh;Microtidal;;;;;;;;;;8.03613303;0.616225251;;4;;;;;
Salt Marsh;Microtidal;;;;;;;;;;5.361796186;0.414377451;;4;;;;;
Salt Marsh;Microtidal;;;;;;;;;;6.698964608;0.03356422;;8;;;;;
Salt Marsh;Microtidal;;;;;;;;;;5.574021829;0.320351517;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;25.8361727;1.701167284;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;13.00673178;0.311900638;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;19.42145224;0.864761837;;6;;;;;
Salt Marsh;Microtidal;;;;;;;;;;7.972154508;0.137064929;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;10.79;0.87;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;7.48;0.17;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;17.88845225;0.607776085;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;8.756438303;0.463229506;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;12.15128301;0.655487088;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;7.616490605;0.419191393;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;13.47203724;0.73125068;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;9.55332502;0.517929911;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;8.530294158;0.624885909;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;16.13305629;1.815471897;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;41.52853062;1.161766961;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;7.454717124;0.030610063;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;12.85576238;0.748116345;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;8.339683763;0.089325724;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;36.43253997;0.647783135;;4;;;;;
Salt Marsh;Microtidal;;;;;;;;;;24.57182132;3.173189586;;4;;;;;
Salt Marsh;Microtidal;;;;;;;;;;26.45563388;0.578164586;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;10.03395455;0.482362938;;4;;;;;
Salt Marsh;Microtidal;;;;;;;;;;3.755820591;0.084936463;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;15.08985882;5.134685728;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;5.363476767;0.377848511;;3;;;;;
Salt Marsh;Microtidal;;;;;;;;;;10.46972627;1.266314697;;3;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.01432;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.004296;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.010382;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0009308;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0012172;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0006802;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.00013246;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0002685;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.00013604;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0022912;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.041528;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.042244;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.024702;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.018258;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.009666;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.005012;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.00537;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.001611;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.00000358;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0025776;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.014678;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.018974;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.03401;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.028282;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.022554;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.009308;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.018974;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.00895;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0013604;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.0002506;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.007876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;43.732171;-65.208858;;0.015036;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;64.335787;-51.278198;;0.03222;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;64.335787;-51.278198;;0.08592;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;64.335787;-51.278198;;0.11814;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;64.335787;-51.278198;;0.1074;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;34.87863;127.658133;;0.003222;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;34.87863;127.658133;;0.00716;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;34.87863;127.658133;;0.0179;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;34.87863;127.658133;;0.05191;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;34.87863;127.658133;;0.03401;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;34.87863;127.658133;;0.00537;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.150996142;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.150996142;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.134721158;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.138337364;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.12387254;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.140147524;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.109403602;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.066910096;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.067815176;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.12206238;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.172697492;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;42.046;9.477;0.173602572;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.453;23.071;0.060759666;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.454;23.074;0.052009188;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.453;23.071;0.029299908;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;37.454;23.074;0.072472224;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.061491958;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.019549728;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.020520632;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.033269918;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.210114322;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.332263096;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.129586886;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.155801294;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.07010256;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.057608342;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.047636006;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.03093728;;;;;;;;;;;;
Seagrass;;Cymodocea;Cymodocea nodosa;;45.405;12.299;0.018443062;;;;;;;;;;;;
