"","Site.ID","Locality","Region","Coast","Ecosystem","Genus","Status","Tidal.R","Sampling.year","lat","long","Water.Depth","Mean_Stock","SD_Stock","Mean_Seq_rate","SD_Seq_rate","Mean_Biomass","SD_Biomass"
"282","Laranjo bay ? L16Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.6972804123072,NA
"283","Laranjo bay ? L19Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.7692061853832,NA
"284","Laranjo bay ? L211Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.2157773196156,NA
"285","Laranjo bay ? L21Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.2617298969232,NA
"286","Laranjo bay ? L23Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.3176721650004,NA
"287","Laranjo bay ? L25Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.751224742308,NA
"288","Laranjo bay ? L26Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.7612144330776,NA
"289","Laranjo bay ? L29Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.6253546392312,NA
"290","Laranjo bay ? L311Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.0679298969232,NA
"291","Laranjo bay ? L31Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.2717195876928,NA
"292","Laranjo bay ? L33Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.2397525773076,NA
"293","Laranjo bay ? L35Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.4575278349996,NA
"294","Laranjo bay ? L36Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.533449484616,NA
"295","Laranjo bay ? L39Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.1658288661552,NA
"296","Laranjo bay ? L411Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.0879092784624,NA
"297","Laranjo bay ? L41Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.2597319588468,NA
"298","Laranjo bay ? L43Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.2857051546152,NA
"299","Laranjo bay ? L45Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.3836041238472,NA
"300","Laranjo bay ? L46Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.375612371154,NA
"301","Laranjo bay ? L49Jm","Laranjo basin","C Portugal","Atlantic Ocean","Salt Marsh","Juncus maritimus","","Medium",NA,40.7253,-8.625304,NA,NA,NA,NA,NA,0.3096804123072,NA
"302","LM","La Mola Menorca","Illes Balears","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",2021,39.879436,4.308224,0.5,6.10340544814216,2.18019307390163,NA,NA,NA,NA
"303","LOlla","L'Olla","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2006,39.83346667,3.145783333,NA,NA,NA,NA,NA,0.115842407879749,NA
"304","MA_Cadiz","Bahia de Cadiz","Andalucia","Atlantic Ocean","Salt Marsh","Limoniastrum monopetalum","Healthy","High",NA,36.496482,-6.169088,NA,92.9681078566667,18.198259246671,NA,NA,0.060335,NA
"305","Magalluf","Magalluf","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Subtidal",2005,39.50416667,2.543166667,NA,19.4463721088597,NA,0.0226140765391272,NA,0.106925528011264,0.0632294556533633
"306","Magalluf","Mallorca","Illes Balears","Mediterranean Sea","Seagrass","Posidonia oceanica","Healthy","Intertidal",2012,39.503734,2.543986,6,19.4463721088597,NA,0.0226140765391272,NA,0.106925528011264,0.0632294556533633
"307","Magaluf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69534366679903,NA,NA,NA,NA,NA
"308","MALL","Albufera","Pa¡s Valenci…","Mediterranean Sea","Salt Marsh","Phragmites australis","","Microtidal",2016,39.340128,-0.311142,NA,NA,NA,NA,NA,1.69927990685333,1.40178395289895
"309","MB_Cadiz","Bahia de Cadiz","Andalucia","Atlantic Ocean","Salt Marsh","Salicornia","Healthy","Low",NA,36.496482,-6.169088,NA,172.4270704,14.7397341254431,NA,NA,0.42449,NA
"310","ME.S","Melicena","Andalucia","Mediterranean Sea","Seagrass","Posidonia oceanica","Degraded","Subtidal",NA,36.753757,-3.249053,4.2,12.7560575987836,2.47241197386254,0.0213904531087863,NA,1.60473132995233,NA
"311","ME_B","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Unvegetated Salt Marsh","Healthy","Low",2022,41.873217,-8.827573,NA,38.132780835,35.8443729283277,NA,NA,NA,NA
"312","ME_J","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Juncos maritimus","Healthy","Low",2022,41.873217,-8.827573,NA,86.599816528,33.6368136938113,NA,NA,1.37615807281014,0.168133912246302
"313","ME_Jf","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Juncos maritimus","Healthy","Low",2022,41.873217,-8.827573,NA,NA,NA,NA,NA,0.846796041948091,0.120174168429901
"314","ME_Ph","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Phragmites australis","Healthy","High",2022,41.873217,-8.827573,NA,154.461082866667,20.8480529185536,NA,NA,1.3426149270204,0.221030548500318
"315","ME_Phf","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Phragmites australis","Healthy","High",2022,41.873217,-8.827573,NA,NA,NA,NA,NA,1.65274757857522,NA
"316","ME_Sm","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Scirpus maritimus","Healthy","Low",2022,41.873217,-8.827573,NA,104.7085263,6.2313660641271,NA,NA,0.3729801249198,NA
"317","ME_Smf","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Scirpus maritimus","Healthy","Low",2022,41.873217,-8.827573,NA,NA,NA,NA,NA,0.3411507500802,NA
"318","ME_Sp","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Spartina patens","Healthy","Medium",2022,41.873217,-8.827573,NA,59.7033955975,23.4267357255633,NA,NA,1.8141125625,0.424145716973794
"319","ME_Spf","Minho Estuary","N Portugal","Atlantic Ocean","Salt Marsh","Spartina patens","Healthy","Medium",2022,41.873217,-8.827573,NA,NA,NA,NA,NA,1.51941168756878,0.0930478278153681
"320","Medano_abril","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1992,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0576,NA
"321","Medano_agosto","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0822857142857143,NA
"322","Medano_diciembre","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0267428571428571,NA
"323","Medano_enero","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1992,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0288,NA
"324","Medano_febrero","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1992,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0563657142857143,NA
"325","Medano_julio","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.102857142857143,NA
"326","Medano_june","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0864,NA
"327","Medano_marzo","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1992,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0576,NA
"328","Medano_mayo","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1992,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0864,NA
"329","Medano_noviembre","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0390857142857143,NA
"330","Medano_octubre","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0390857142857143,NA
"331","Medano_septiembre","El Medano","Canarias","Atlantic Insular","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1991,28.037063,-16.530576,NA,NA,NA,NA,NA,0.0543085714285714,NA
"332","Mira channel (donor)11Zn","Mira channel","C Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.03256904960295,NA
"333","Mira channelNAZn","Mira channel","C Portugal","Atlantic Ocean","Seagrass","Zostera noltii","","Intertidal",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0238152016684197,0.00571487197360668
"334","Mira salt marsh ? Sector I10Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.207406358589835,NA
"335","Mira salt marsh ? Sector I11Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.191452023462912,NA
"336","Mira salt marsh ? Sector I12Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.154225240982802,NA
"337","Mira salt marsh ? Sector I1Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.139334528068351,NA
"338","Mira salt marsh ? Sector I2Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.16805233168478,NA
"339","Mira salt marsh ? Sector I3Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.206342736377363,NA
"340","Mira salt marsh ? Sector I4Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.210597225615219,NA
"341","Mira salt marsh ? Sector I5Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.227615183342582,NA
"342","Mira salt marsh ? Sector I6Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.229742428155495,NA
"343","Mira salt marsh ? Sector I7Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.248887630307802,NA
"344","Mira salt marsh ? Sector I8Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.239315029231648,NA
"345","Mira salt marsh ? Sector I9Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.213256281728352,0.0142897970224783
"346","Mira salt marsh ? Sector I9Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.213256281728352,0.0142897970224783
"347","Mira salt marsh ? Sector II10Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.873858214212999,NA
"348","Mira salt marsh ? Sector II11Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.880355301509436,NA
"349","Mira salt marsh ? Sector II12Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.961568890387089,NA
"350","Mira salt marsh ? Sector II1Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.912840736827716,NA
"351","Mira salt marsh ? Sector II2Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.886852388417904,NA
"352","Mira salt marsh ? Sector II3Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.870609670952749,NA
"353","Mira salt marsh ? Sector II4Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.886852388417904,NA
"354","Mira salt marsh ? Sector II5Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,1.00379995626206,NA
"355","Mira salt marsh ? Sector II6Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.860864040396062,NA
"356","Mira salt marsh ? Sector II7Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.870609670952749,NA
"357","Mira salt marsh ? Sector II8Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.990805782057151,NA
"358","Mira salt marsh ? Sector II9Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.961568890193105,0.0551296119029137
"359","Mira salt marsh ? Sector II9Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.961568890193105,0.0551296119029137
"360","Mira salt marsh ? Sector III10Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0792413221275899,NA
"361","Mira salt marsh ? Sector III10Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.154976713493329,NA
"362","Mira salt marsh ? Sector III11Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0959824465753862,NA
"363","Mira salt marsh ? Sector III11Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0590387479420345,NA
"364","Mira salt marsh ? Sector III12Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0993306714649455,NA
"365","Mira salt marsh ? Sector III12Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0885581221070362,NA
"366","Mira salt marsh ? Sector III1Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.110491421355456,NA
"367","Mira salt marsh ? Sector III1Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0405891391374045,NA
"368","Mira salt marsh ? Sector III2Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.104911046410201,NA
"369","Mira salt marsh ? Sector III2Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0553488260259209,NA
"370","Mira salt marsh ? Sector III3Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.117187871134574,NA
"371","Mira salt marsh ? Sector III3Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0332092956931463,NA
"372","Mira salt marsh ? Sector III4Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.129464695470979,NA
"373","Mira salt marsh ? Sector III4Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0221395303327746,NA
"374","Mira salt marsh ? Sector III5Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.180804143648231,NA
"375","Mira salt marsh ? Sector III5Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0221395303327746,NA
"376","Mira salt marsh ? Sector III6Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.206473867930842,NA
"377","Mira salt marsh ? Sector III6Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0295193741650017,NA
"378","Mira salt marsh ? Sector III7Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.164063019200435,NA
"379","Mira salt marsh ? Sector III7Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0405891391374045,NA
"380","Mira salt marsh ? Sector III8Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.161830869532708,NA
"381","Mira salt marsh ? Sector III8Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.129147261244441,NA
"382","Mira salt marsh ? Sector III9Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.164063019200435,0.033145735340829
"383","Mira salt marsh ? Sector III9Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.164063019200435,0.033145735340829
"384","Mira salt marsh ? Sector III9Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0811782784687935,0.0626200483966961
"385","Mira salt marsh ? Sector III9Sp","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Salicornia perennis","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.0811782784687935,0.0626200483966961
"386","Mira salt marsh ? Sector IV10Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.179336651614613,NA
"387","Mira salt marsh ? Sector IV11Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.197151550645453,NA
"388","Mira salt marsh ? Sector IV12Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.17696133171797,NA
"389","Mira salt marsh ? Sector IV1Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.146082173061607,NA
"390","Mira salt marsh ? Sector IV2Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.18765027105888,NA
"391","Mira salt marsh ? Sector IV3Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.192400910852167,NA
"392","Mira salt marsh ? Sector IV4Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.172210691924683,NA
"393","Mira salt marsh ? Sector IV5Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.181711971511256,NA
"394","Mira salt marsh ? Sector IV6Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.207840490374332,NA
"395","Mira salt marsh ? Sector IV7Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.243470288436012,NA
"396","Mira salt marsh ? Sector IV8Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.245845608332656,NA
"397","Mira salt marsh ? Sector IV9Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.201902190632724,0.0117572336448264
"398","Mira salt marsh ? Sector IV9Sm","Mira channel","C Portugal","Atlantic Ocean","Salt Marsh","Sporobolus maritimus","","Low",NA,40.596614,-8.746739,NA,NA,NA,NA,NA,0.201902190632724,0.0117572336448264
"399","MM_87_dic","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1987,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00576,NA
"400","MM_87_nov","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1987,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0127542857142857,NA
"401","MM_88_ab","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.000329142857142857,NA
"402","MM_88_agos","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0423771428571429,NA
"403","MM_88_dic","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0123428571428571,NA
"404","MM_88_ene","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00699428571428572,NA
"405","MM_88_feb","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00822857142857143,NA
"406","MM_88_jul","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.02304,NA
"407","MM_88_jun","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0213942857142857,NA
"408","MM_88_mar","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00576,NA
"409","MM_88_may","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.005184,NA
"410","MM_88_nov","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0189257142857143,NA
"411","MM_88_oct","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0526628571428572,NA
"412","MM_88_sep","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1988,37.783149,-0.76121,NA,NA,NA,NA,NA,0.0452571428571429,NA
"413","MM_89_ab","Mar Menor","Murcia","Mediterranean Sea","Seagrass","Cymodocea nodosa","Healthy","Subtidal",1989,37.783149,-0.76121,NA,NA,NA,NA,NA,0.00514285714285714,NA
