Site ID;Sample ID;Ecosystem;Specie;;Above;Ab SD;Below;B SD;n;
ME_J;Minho P12 28-07-2022;Salt Marsh;Juncos maritimus;Jully;3.827222222;;;5.9775;;1
Laranjo basin9Jm;Laranjo basin9Jm7;Salt Marsh;Juncus maritimus;September;1.453651685;;;;;
Laranjo basin9Bm;Laranjo basin9Bm8;Salt Marsh;Bolboschoenus maritimus;September;0.070224719;;;;;
Laranjo basin11Jm;Laranjo basin11Jm9;Salt Marsh;Juncus maritimus;November;0.898876404;;;;;
Laranjo basin11Bm;Laranjo basin11Bm10;Salt Marsh;Bolboschoenus maritimus;November;0.140449438;;;;;
Laranjo basin1Jm;Laranjo basin1Jm11;Salt Marsh;Juncus maritimus;January;0.933988764;;;;;
Laranjo basin1Bm;Laranjo basin1Bm12;Salt Marsh;Bolboschoenus maritimus;January;0.070224719;;;;;
Laranjo basin3Jm;Laranjo basin3Jm13;Salt Marsh;Juncus maritimus;March;1.242977528;;;;;
Laranjo basin3Bm;Laranjo basin3Bm14;Salt Marsh;Bolboschoenus maritimus;March;0.44941236;;;;;
Laranjo basin5Jm;Laranjo basin5Jm15;Salt Marsh;Juncus maritimus;May;2.05758427;;;;;
Laranjo basin5Bm;Laranjo basin5Bm16;Salt Marsh;Bolboschoenus maritimus;May;1.109550562;;;;;
Mira channel (donor)11Zn;Mira channel (donor)11Zn17;Seagrass;Zostera noltii;November;0.081;;;;;
Laranjo basin7Jm;Laranjo basin7Jm18;Salt Marsh;Juncus maritimus;July;1.748595506;;;;;
Laranjo basin7Bm;Laranjo basin7Bm19;Salt Marsh;Bolboschoenus maritimus;July;0.688202247;;;;;
Mira channelNAZn;Mira channelNAZn20;Seagrass;Zostera noltii;;0.042406542;;;;;
Mira channelNAZn;Mira channelNAZn21;Seagrass;Zostera noltii;;0.077102804;;;;;
Mira channelNAZn;Mira channelNAZn22;Seagrass;Zostera noltii;;0.057476636;;;;;
Mira channelNAZn;Mira channelNAZn23;Seagrass;Zostera noltii;;0.059929907;;;;;
Barra salt marshNAAp;Barra salt marshNAAp33;Salt Marsh;Atriplex portulacoides;;0.137704918;;;;;
Verdemilho salt marshNAAp;Verdemilho salt marshNAAp34;Salt Marsh;Atriplex portulacoides;;0.098852459;;;;;
Barra salt marshNASp;Barra salt marshNASp35;Salt Marsh;Salicornia perennis;;0.110655738;;;;;
Verdemilho salt marshNASp;Verdemilho salt marshNASp36;Salt Marsh;Salicornia perennis;;0.109180328;;;;;
Barra salt marshNAAp;Barra salt marshNAAp37;Salt Marsh;Atriplex portulacoides;;0.014392804;;;;;
Barra salt marshNAJm;Barra salt marshNAJm38;Salt Marsh;Juncus maritimus;;0.057571214;;;;;
Barra salt marshNASp;Barra salt marshNASp39;Salt Marsh;Salicornia perennis;;0.12143928;;;;;
Barra salt marshNASm;Barra salt marshNASm40;Salt Marsh;Sporobolus maritimus;;0.397601199;;;;;
Barra salt marshNAAp;Barra salt marshNAAp41;Salt Marsh;Atriplex portulacoides;;0.049475262;;;;;
Barra salt marshNAJm;Barra salt marshNAJm42;Salt Marsh;Juncus maritimus;;0.062068966;;;;;
Barra salt marshNASp;Barra salt marshNASp43;Salt Marsh;Salicornia perennis;;0.135832084;;;;;
Barra salt marshNASm;Barra salt marshNASm44;Salt Marsh;Sporobolus maritimus;;0.422788606;;;;;
Barra salt marshNAAp;Barra salt marshNAAp45;Salt Marsh;Atriplex portulacoides;;0.075562219;;;;;
Barra salt marshNAJm;Barra salt marshNAJm46;Salt Marsh;Juncus maritimus;;0.068365817;;;;;
Barra salt marshNASp;Barra salt marshNASp47;Salt Marsh;Salicornia perennis;;0.076461769;;;;;
Barra salt marshNASm;Barra salt marshNASm48;Salt Marsh;Sporobolus maritimus;;0.450674663;;;;;
Barra salt marshNAAp;Barra salt marshNAAp49;Salt Marsh;Atriplex portulacoides;;0.15832084;;;;;
Barra salt marshNAJm;Barra salt marshNAJm50;Salt Marsh;Juncus maritimus;;0.07916042;;;;;
Barra salt marshNASp;Barra salt marshNASp51;Salt Marsh;Salicornia perennis;;0.089955022;;;;;
Barra salt marshNASm;Barra salt marshNASm52;Salt Marsh;Sporobolus maritimus;;0.364317841;;;;;
Laranjo bay ? L13Jm;Laranjo bay ? L13Jm53;Salt Marsh;Juncus maritimus;March;1.180412371;;;;;
Laranjo bay ? L15Jm;Laranjo bay ? L15Jm54;Salt Marsh;Juncus maritimus;May;1.407216495;;;;;
Laranjo bay ? L16Jm;Laranjo bay ? L16Jm55;Salt Marsh;Juncus maritimus;June;1.798969072;;;;;
Laranjo bay ? L19Jm;Laranjo bay ? L19Jm56;Salt Marsh;Juncus maritimus;September;1.984536082;;;;;
Laranjo bay ? L111Jm;Laranjo bay ? L111Jm57;Salt Marsh;Juncus maritimus;November;0.75257732;;;;;
Laranjo bay ? L11Jm;Laranjo bay ? L11Jm58;Salt Marsh;Juncus maritimus;January;1.103092784;;;;;
Laranjo bay ? L23Jm;Laranjo bay ? L23Jm59;Salt Marsh;Juncus maritimus;March;0.819587629;;;;;
Laranjo bay ? L25Jm;Laranjo bay ? L25Jm60;Salt Marsh;Juncus maritimus;May;1.93814433;;;;;
Laranjo bay ? L26Jm;Laranjo bay ? L26Jm61;Salt Marsh;Juncus maritimus;June;1.963917526;;;;;
Laranjo bay ? L29Jm;Laranjo bay ? L29Jm62;Salt Marsh;Juncus maritimus;September;1.613402062;;;;;
Laranjo bay ? L211Jm;Laranjo bay ? L211Jm63;Salt Marsh;Juncus maritimus;November;0.556701031;;;;;
Laranjo bay ? L21Jm;Laranjo bay ? L21Jm64;Salt Marsh;Juncus maritimus;January;0.675257732;;;;;
Laranjo bay ? L33Jm;Laranjo bay ? L33Jm65;Salt Marsh;Juncus maritimus;March;0.618556701;;;;;
Laranjo bay ? L35Jm;Laranjo bay ? L35Jm66;Salt Marsh;Juncus maritimus;May;1.180412371;;;;;
Laranjo bay ? L36Jm;Laranjo bay ? L36Jm67;Salt Marsh;Juncus maritimus;June;1.37628866;;;;;
Laranjo bay ? L39Jm;Laranjo bay ? L39Jm68;Salt Marsh;Juncus maritimus;September;0.427835052;;;;;
Laranjo bay ? L311Jm;Laranjo bay ? L311Jm69;Salt Marsh;Juncus maritimus;November;0.175257732;;;;;
Laranjo bay ? L31Jm;Laranjo bay ? L31Jm70;Salt Marsh;Juncus maritimus;January;0.701030928;;;;;
Laranjo bay ? L43Jm;Laranjo bay ? L43Jm71;Salt Marsh;Juncus maritimus;March;0.737113402;;;;;
Laranjo bay ? L45Jm;Laranjo bay ? L45Jm72;Salt Marsh;Juncus maritimus;May;0.989690722;;;;;
Laranjo bay ? L46Jm;Laranjo bay ? L46Jm73;Salt Marsh;Juncus maritimus;June;0.969072165;;;;;
Laranjo bay ? L49Jm;Laranjo bay ? L49Jm74;Salt Marsh;Juncus maritimus;September;0.798969072;;;;;
Laranjo bay ? L411Jm;Laranjo bay ? L411Jm75;Salt Marsh;Juncus maritimus;November;0.226804124;;;;;
Laranjo bay ? L41Jm;Laranjo bay ? L41Jm76;Salt Marsh;Juncus maritimus;January;0.670103093;;;;;
Canal de Mira11Sm;Canal de Mira11Sm77;Salt Marsh;Sporobolus maritimus;November;0.531914894;;;;;
Canal de Mira1Sm;Canal de Mira1Sm78;Salt Marsh;Sporobolus maritimus;January;0.425531915;;;;;
Canal de Mira4Sm;Canal de Mira4Sm79;Salt Marsh;Sporobolus maritimus;April;0.496453901;;;;;
Canal de Mira6Sm;Canal de Mira6Sm80;Salt Marsh;Sporobolus maritimus;June;0.425531915;;;;;
Canal de Mira11Ap;Canal de Mira11Ap81;Salt Marsh;Atriplex portulacoides;November;1.241134752;;;;;
Canal de Mira1Ap;Canal de Mira1Ap82;Salt Marsh;Atriplex portulacoides;January;1.631205674;;;;;
Canal de Mira4Ap;Canal de Mira4Ap83;Salt Marsh;Atriplex portulacoides;April;0.992907801;;;;;
Canal de Mira6Ap;Canal de Mira6Ap84;Salt Marsh;Atriplex portulacoides;June;1.560283688;;;;;
Castro Marim (unspecified)NAAp;Castro Marim (unspecified)NAAp87;Salt Marsh;Atriplex portulacoides;;0.636363636;;;;;
Castro Marim (unspecified)NAAp;Castro Marim (unspecified)NAAp88;Salt Marsh;Atriplex portulacoides;;0.727272727;;;;;
Castro Marim (unspecified)NAAp;Castro Marim (unspecified)NAAp89;Salt Marsh;Atriplex portulacoides;;1.409090909;;;;;
Castro Marim (unspecified)NAAp;Castro Marim (unspecified)NAAp90;Salt Marsh;Atriplex portulacoides;;0.636363636;;;;;
Castro Marim (unspecified)NAAp;Castro Marim (unspecified)NAAp91;Salt Marsh;Atriplex portulacoides;;0.863636364;;;;;
Castro Marim (unspecified)NALm;Castro Marim (unspecified)NALm92;Salt Marsh;Limoniastrum monopetalum;;2.5;;;;;
Castro Marim (unspecified)NALm;Castro Marim (unspecified)NALm93;Salt Marsh;Limoniastrum monopetalum;;3.909090909;;;;;
Castro Marim (unspecified)NALm;Castro Marim (unspecified)NALm94;Salt Marsh;Limoniastrum monopetalum;;5.045454545;;;;;
Castro Marim (unspecified)NALm;Castro Marim (unspecified)NALm95;Salt Marsh;Limoniastrum monopetalum;;3.454545455;;;;;
Castro Marim (unspecified)NALm;Castro Marim (unspecified)NALm96;Salt Marsh;Limoniastrum monopetalum;;3.181818182;;;;;
Esteiro das Lez¡rias10Am;Esteiro das Lez¡rias10Am97;Salt Marsh;Arthrocaulon macrostachyum;;0.965517241;;;;;
Esteiro das Lez¡rias1Am;Esteiro das Lez¡rias1Am98;Salt Marsh;Arthrocaulon macrostachyum;January;1.034482759;;;;;
Esteiro das Lez¡rias4Am;Esteiro das Lez¡rias4Am99;Salt Marsh;Arthrocaulon macrostachyum;April;1.103448276;;;;;
Esteiro das Lez¡rias7Am;Esteiro das Lez¡rias7Am100;Salt Marsh;Arthrocaulon macrostachyum;July;1.448275862;;;;;
Esteiro das Lez¡rias10Am;Esteiro das Lez¡rias10Am101;Salt Marsh;Arthrocaulon macrostachyum;October;1.103448276;;;;;
Esteiro das Lez¡rias10Smon;Esteiro das Lez¡rias10Smon102;Salt Marsh;Sporobolus montevidensis;October;2.385964912;;;;;
Esteiro das Lez¡rias1Smon;Esteiro das Lez¡rias1Smon103;Salt Marsh;Sporobolus montevidensis;January;3.649122807;;;;;
Esteiro das Lez¡rias4Smon;Esteiro das Lez¡rias4Smon104;Salt Marsh;Sporobolus montevidensis;April;4.701754386;;;;;
Esteiro das Lez¡rias7Smon;Esteiro das Lez¡rias7Smon105;Salt Marsh;Sporobolus montevidensis;July;4.701754386;;;;;
Esteiro das Lez¡rias10Smon;Esteiro das Lez¡rias10Smon106;Salt Marsh;Sporobolus montevidensis;October;3.298245614;;;;;
Mira salt marsh ? Sector I9Sm;Mira salt marsh ? Sector I9Sm111;Salt Marsh;Sporobolus maritimus;September;0.523629243;;;;;
Mira salt marsh ? Sector I10Sm;Mira salt marsh ? Sector I10Sm112;Salt Marsh;Sporobolus maritimus;October;0.5345953;;;;;
Mira salt marsh ? Sector I11Sm;Mira salt marsh ? Sector I11Sm113;Salt Marsh;Sporobolus maritimus;November;0.493472585;;;;;
Mira salt marsh ? Sector I12Sm;Mira salt marsh ? Sector I12Sm114;Salt Marsh;Sporobolus maritimus;December;0.397519582;;;;;
Mira salt marsh ? Sector I1Sm;Mira salt marsh ? Sector I1Sm115;Salt Marsh;Sporobolus maritimus;January;0.359138381;;;;;
Mira salt marsh ? Sector I2Sm;Mira salt marsh ? Sector I2Sm116;Salt Marsh;Sporobolus maritimus;February;0.433159269;;;;;
Mira salt marsh ? Sector I3Sm;Mira salt marsh ? Sector I3Sm117;Salt Marsh;Sporobolus maritimus;March;0.531853786;;;;;
Mira salt marsh ? Sector I4Sm;Mira salt marsh ? Sector I4Sm118;Salt Marsh;Sporobolus maritimus;April;0.542819843;;;;;
Mira salt marsh ? Sector I5Sm;Mira salt marsh ? Sector I5Sm119;Salt Marsh;Sporobolus maritimus;May;0.586684073;;;;;
Mira salt marsh ? Sector I6Sm;Mira salt marsh ? Sector I6Sm120;Salt Marsh;Sporobolus maritimus;June;0.592167102;;;;;
Mira salt marsh ? Sector I7Sm;Mira salt marsh ? Sector I7Sm121;Salt Marsh;Sporobolus maritimus;July;0.64151436;;;;;
Mira salt marsh ? Sector I8Sm;Mira salt marsh ? Sector I8Sm122;Salt Marsh;Sporobolus maritimus;August;0.616840731;;;;;
Mira salt marsh ? Sector I9Sm;Mira salt marsh ? Sector I9Sm123;Salt Marsh;Sporobolus maritimus;September;0.575718016;;;;;
Mira salt marsh ? Sector III9Sm;Mira salt marsh ? Sector III9Sm124;Salt Marsh;Sporobolus maritimus;September;0.362465753;;;;;
Mira salt marsh ? Sector III10Sm;Mira salt marsh ? Sector III10Sm125;Salt Marsh;Sporobolus maritimus;October;0.204246575;;;;;
Mira salt marsh ? Sector III11Sm;Mira salt marsh ? Sector III11Sm126;Salt Marsh;Sporobolus maritimus;November;0.24739726;;;;;
Mira salt marsh ? Sector III12Sm;Mira salt marsh ? Sector III12Sm127;Salt Marsh;Sporobolus maritimus;December;0.256027397;;;;;
Mira salt marsh ? Sector III1Sm;Mira salt marsh ? Sector III1Sm128;Salt Marsh;Sporobolus maritimus;January;0.284794521;;;;;
Mira salt marsh ? Sector III2Sm;Mira salt marsh ? Sector III2Sm129;Salt Marsh;Sporobolus maritimus;February;0.270410959;;;;;
Mira salt marsh ? Sector III3Sm;Mira salt marsh ? Sector III3Sm130;Salt Marsh;Sporobolus maritimus;March;0.302054795;;;;;
Mira salt marsh ? Sector III4Sm;Mira salt marsh ? Sector III4Sm131;Salt Marsh;Sporobolus maritimus;April;0.33369863;;;;;
Mira salt marsh ? Sector III5Sm;Mira salt marsh ? Sector III5Sm132;Salt Marsh;Sporobolus maritimus;May;0.466027397;;;;;
Mira salt marsh ? Sector III6Sm;Mira salt marsh ? Sector III6Sm133;Salt Marsh;Sporobolus maritimus;June;0.532191781;;;;;
Mira salt marsh ? Sector III7Sm;Mira salt marsh ? Sector III7Sm134;Salt Marsh;Sporobolus maritimus;July;0.422876712;;;;;
Mira salt marsh ? Sector III8Sm;Mira salt marsh ? Sector III8Sm135;Salt Marsh;Sporobolus maritimus;August;0.417123288;;;;;
Mira salt marsh ? Sector III9Sm;Mira salt marsh ? Sector III9Sm136;Salt Marsh;Sporobolus maritimus;September;0.483287671;;;;;
Mira salt marsh ? Sector IV9Sm;Mira salt marsh ? Sector IV9Sm137;Salt Marsh;Sporobolus maritimus;September;0.498979592;;;;;
Mira salt marsh ? Sector IV10Sm;Mira salt marsh ? Sector IV10Sm138;Salt Marsh;Sporobolus maritimus;October;0.462244898;;;;;
Mira salt marsh ? Sector IV11Sm;Mira salt marsh ? Sector IV11Sm139;Salt Marsh;Sporobolus maritimus;November;0.508163265;;;;;
Mira salt marsh ? Sector IV12Sm;Mira salt marsh ? Sector IV12Sm140;Salt Marsh;Sporobolus maritimus;December;0.456122449;;;;;
Mira salt marsh ? Sector IV1Sm;Mira salt marsh ? Sector IV1Sm141;Salt Marsh;Sporobolus maritimus;January;0.376530612;;;;;
Mira salt marsh ? Sector IV2Sm;Mira salt marsh ? Sector IV2Sm142;Salt Marsh;Sporobolus maritimus;February;0.483673469;;;;;
Mira salt marsh ? Sector IV3Sm;Mira salt marsh ? Sector IV3Sm143;Salt Marsh;Sporobolus maritimus;March;0.495918367;;;;;
Mira salt marsh ? Sector IV4Sm;Mira salt marsh ? Sector IV4Sm144;Salt Marsh;Sporobolus maritimus;April;0.443877551;;;;;
Mira salt marsh ? Sector IV5Sm;Mira salt marsh ? Sector IV5Sm145;Salt Marsh;Sporobolus maritimus;May;0.468367347;;;;;
Mira salt marsh ? Sector IV6Sm;Mira salt marsh ? Sector IV6Sm146;Salt Marsh;Sporobolus maritimus;June;0.535714286;;;;;
Mira salt marsh ? Sector IV7Sm;Mira salt marsh ? Sector IV7Sm147;Salt Marsh;Sporobolus maritimus;July;0.62755102;;;;;
Mira salt marsh ? Sector IV8Sm;Mira salt marsh ? Sector IV8Sm148;Salt Marsh;Sporobolus maritimus;August;0.633673469;;;;;
Mira salt marsh ? Sector IV9Sm;Mira salt marsh ? Sector IV9Sm149;Salt Marsh;Sporobolus maritimus;September;0.541836735;;;;;
Mira salt marsh ? Sector II9Sp;Mira salt marsh ? Sector II9Sp150;Salt Marsh;Salicornia perennis;September;2.377990431;;;;;
Mira salt marsh ? Sector II10Sp;Mira salt marsh ? Sector II10Sp151;Salt Marsh;Salicornia perennis;October;2.252392344;;;;;
Mira salt marsh ? Sector II11Sp;Mira salt marsh ? Sector II11Sp152;Salt Marsh;Salicornia perennis;November;2.269138756;;;;;
Mira salt marsh ? Sector II12Sp;Mira salt marsh ? Sector II12Sp153;Salt Marsh;Salicornia perennis;December;2.4784689;;;;;
Mira salt marsh ? Sector II1Sp;Mira salt marsh ? Sector II1Sp154;Salt Marsh;Salicornia perennis;January;2.352870813;;;;;
Mira salt marsh ? Sector II2Sp;Mira salt marsh ? Sector II2Sp155;Salt Marsh;Salicornia perennis;February;2.285885167;;;;;
Mira salt marsh ? Sector II3Sp;Mira salt marsh ? Sector II3Sp156;Salt Marsh;Salicornia perennis;March;2.244019139;;;;;
Mira salt marsh ? Sector II4Sp;Mira salt marsh ? Sector II4Sp157;Salt Marsh;Salicornia perennis;April;2.285885167;;;;;
Mira salt marsh ? Sector II5Sp;Mira salt marsh ? Sector II5Sp158;Salt Marsh;Salicornia perennis;May;2.587320574;;;;;
Mira salt marsh ? Sector II6Sp;Mira salt marsh ? Sector II6Sp159;Salt Marsh;Salicornia perennis;June;2.218899522;;;;;
Mira salt marsh ? Sector II7Sp;Mira salt marsh ? Sector II7Sp160;Salt Marsh;Salicornia perennis;July;2.244019139;;;;;
Mira salt marsh ? Sector II8Sp;Mira salt marsh ? Sector II8Sp161;Salt Marsh;Salicornia perennis;August;2.553827751;;;;;
Mira salt marsh ? Sector II9Sp;Mira salt marsh ? Sector II9Sp162;Salt Marsh;Salicornia perennis;September;2.578947368;;;;;
Mira salt marsh ? Sector III9Sp;Mira salt marsh ? Sector III9Sp163;Salt Marsh;Salicornia perennis;September;0.323369565;;;;;
Mira salt marsh ? Sector III10Sp;Mira salt marsh ? Sector III10Sp164;Salt Marsh;Salicornia perennis;October;0.399456522;;;;;
Mira salt marsh ? Sector III11Sp;Mira salt marsh ? Sector III11Sp165;Salt Marsh;Salicornia perennis;November;0.152173913;;;;;
Mira salt marsh ? Sector III12Sp;Mira salt marsh ? Sector III12Sp166;Salt Marsh;Salicornia perennis;December;0.22826087;;;;;
Mira salt marsh ? Sector III1Sp;Mira salt marsh ? Sector III1Sp167;Salt Marsh;Salicornia perennis;January;0.104619565;;;;;
Mira salt marsh ? Sector III2Sp;Mira salt marsh ? Sector III2Sp168;Salt Marsh;Salicornia perennis;February;0.142663043;;;;;
Mira salt marsh ? Sector III3Sp;Mira salt marsh ? Sector III3Sp169;Salt Marsh;Salicornia perennis;March;0.085597826;;;;;
Mira salt marsh ? Sector III4Sp;Mira salt marsh ? Sector III4Sp170;Salt Marsh;Salicornia perennis;April;0.057065217;;;;;
Mira salt marsh ? Sector III5Sp;Mira salt marsh ? Sector III5Sp171;Salt Marsh;Salicornia perennis;May;0.057065217;;;;;
Mira salt marsh ? Sector III6Sp;Mira salt marsh ? Sector III6Sp172;Salt Marsh;Salicornia perennis;June;0.076086957;;;;;
Mira salt marsh ? Sector III7Sp;Mira salt marsh ? Sector III7Sp173;Salt Marsh;Salicornia perennis;July;0.104619565;;;;;
Mira salt marsh ? Sector III8Sp;Mira salt marsh ? Sector III8Sp174;Salt Marsh;Salicornia perennis;August;0.332880435;;;;;
Mira salt marsh ? Sector III9Sp;Mira salt marsh ? Sector III9Sp175;Salt Marsh;Salicornia perennis;September;0.095108696;;;;;
Site A2Zn;Site A2Zn176;Seagrass;Zostera noltii;February;0.000256;;;;;
Site A6Zn;Site A6Zn177;Seagrass;Zostera noltii;June;0.002112;;;;;
Site A9Zn;Site A9Zn178;Seagrass;Zostera noltii;September;0.004608;;;;;
Site A2Zn;Site A2Zn179;Seagrass;Zostera noltii;February;0.000384;;;;;
Site B2Zn;Site B2Zn180;Seagrass;Zostera noltii;February;0.003584;;;;;
Site B9Zn;Site B9Zn181;Seagrass;Zostera noltii;September;0.000832;;;;;
Site B12Zn;Site B12Zn182;Seagrass;Zostera noltii;December;0.00064;;;;;
Site B2Zn;Site B2Zn183;Seagrass;Zostera noltii;February;0.004032;;;;;
Zostera site2Zn;Zostera site2Zn187;Seagrass;Zostera noltii;February;0.117748918;;;;;
Zostera site3Zn;Zostera site3Zn188;Seagrass;Zostera noltii;March;0.154112554;;;;;
Zostera site4Zn;Zostera site4Zn189;Seagrass;Zostera noltii;April;0.114285714;;;;;
Zostera site5Zn;Zostera site5Zn190;Seagrass;Zostera noltii;May;0.278787879;;;;;
Zostera site6Zn;Zostera site6Zn191;Seagrass;Zostera noltii;June;0.502164502;;;;;
Zostera site7Zn;Zostera site7Zn192;Seagrass;Zostera noltii;July;0.422510823;;;;;
Zostera site8Zn;Zostera site8Zn193;Seagrass;Zostera noltii;August;0.384415584;;;;;
Zostera site9Zn;Zostera site9Zn194;Seagrass;Zostera noltii;September;0.264935065;;;;;
Zostera site10Zn;Zostera site10Zn195;Seagrass;Zostera noltii;October;0.294372294;;;;;
Zostera site11Zn;Zostera site11Zn196;Seagrass;Zostera noltii;November;0.304761905;;;;;
Zostera site12Zn;Zostera site12Zn197;Seagrass;Zostera noltii;December;0.135064935;;;;;
Zostera site2Zn;Zostera site2Zn198;Seagrass;Zostera noltii;February;0.145454545;;;;;
Zostera site3Zn;Zostera site3Zn199;Seagrass;Zostera noltii;March;0.159307359;;;;;
Zostera site4Zn;Zostera site4Zn200;Seagrass;Zostera noltii;April;0.187012987;;;;;
Zostera site5Zn;Zostera site5Zn201;Seagrass;Zostera noltii;May;0.221645022;;;;;
Zostera site6Zn;Zostera site6Zn202;Seagrass;Zostera noltii;June;0.14025974;;;;;
Zostera site7Zn;Zostera site7Zn203;Seagrass;Zostera noltii;July;0.212987013;;;;;
Zostera site9Zn;Zostera site9Zn204;Seagrass;Zostera noltii;September;0.157575758;;;;;
Zostera site10Zn;Zostera site10Zn205;Seagrass;Zostera noltii;October;0.122943723;;;;;
Zostera site11Zn;Zostera site11Zn206;Seagrass;Zostera noltii;November;0.119480519;;;;;
Zostera site12Zn;Zostera site12Zn207;Seagrass;Zostera noltii;December;0.211255411;;;;;
Zostera site2Zn;Zostera site2Zn208;Seagrass;Zostera noltii;February;0.133333333;;;;;
Zostera site3Zn;Zostera site3Zn209;Seagrass;Zostera noltii;March;0.242424242;;;;;
Zostera site4Zn;Zostera site4Zn210;Seagrass;Zostera noltii;April;0.162770563;;;;;
Zostera site5Zn;Zostera site5Zn211;Seagrass;Zostera noltii;May;0.16969697;;;;;
Zostera site6Zn;Zostera site6Zn212;Seagrass;Zostera noltii;June;0.346320346;;;;;
Zostera site7Zn;Zostera site7Zn213;Seagrass;Zostera noltii;July;0.266666667;;;;;
Zostera site8Zn;Zostera site8Zn214;Seagrass;Zostera noltii;August;0.131601732;;;;;
Zostera site9Zn;Zostera site9Zn215;Seagrass;Zostera noltii;September;0.171428571;;;;;
Zostera site10Zn;Zostera site10Zn216;Seagrass;Zostera noltii;October;0.122943723;;;;;
Z.n.NAZn;Z.n.NAZn217;Seagrass;Zostera noltii;;0.040723982;;;;;
Z.n.NAZn;Z.n.NAZn218;Seagrass;Zostera noltii;;0;;;;;
Z.n.NAZn;Z.n.NAZn219;Seagrass;Zostera noltii;;0;;;;;
Z.n.NAZn;Z.n.NAZn220;Seagrass;Zostera noltii;;0.001357466;;;;;
Z.n.NAZn;Z.n.NAZn221;Seagrass;Zostera noltii;;0.002714932;;;;;
Z.n.NAZn;Z.n.NAZn222;Seagrass;Zostera noltii;;0.001357466;;;;;
Z.n.NAZn;Z.n.NAZn223;Seagrass;Zostera noltii;;0.008144796;;;;;
S.m.NASm;S.m.NASm224;Salt Marsh;Sporobolus maritimus;;0.071945701;;;;;
S.m.NASm;S.m.NASm225;Salt Marsh;Sporobolus maritimus;;0.101809955;;;;;
S.m.NASm;S.m.NASm226;Salt Marsh;Sporobolus maritimus;;0.073303167;;;;;
S.m.NASm;S.m.NASm227;Salt Marsh;Sporobolus maritimus;;0.04479638;;;;;
S.m.NASm;S.m.NASm228;Salt Marsh;Sporobolus maritimus;;0.0760181;;;;;
S.m.NASm;S.m.NASm229;Salt Marsh;Sporobolus maritimus;;0.092307692;;;;;
S.m.NASm;S.m.NASm230;Salt Marsh;Sporobolus maritimus;;0.101;;;;;
Sc.m.NABm;Sc.m.NABm231;Salt Marsh;Bolboschoenus maritimus;;0.25520362;;;;;
Sc.m.NABm;Sc.m.NABm232;Salt Marsh;Bolboschoenus maritimus;;0.067873303;;;;;
Sc.m.NABm;Sc.m.NABm233;Salt Marsh;Bolboschoenus maritimus;;0.001357466;;;;;
Sc.m.NABm;Sc.m.NABm234;Salt Marsh;Bolboschoenus maritimus;;0.013574661;;;;;
Sc.m.NABm;Sc.m.NABm235;Salt Marsh;Bolboschoenus maritimus;;0.043438914;;;;;
Sc.m.NABm;Sc.m.NABm236;Salt Marsh;Bolboschoenus maritimus;;0.070588235;;;;;
Sc.m.NABm;Sc.m.NABm237;Salt Marsh;Bolboschoenus maritimus;;0.084162896;;;;;
Site 13Bm;Site 13Bm238;Salt Marsh;Bolboschoenus maritimus;March;0.376712329;;;;;
Site 14Bm;Site 14Bm239;Salt Marsh;Bolboschoenus maritimus;April;0.173515982;;;;;
Site 15Bm;Site 15Bm240;Salt Marsh;Bolboschoenus maritimus;May;0.134703196;;;;;
Site 111Bm;Site 111Bm241;Salt Marsh;Bolboschoenus maritimus;November;0;;;;;
Site 112Bm;Site 112Bm242;Salt Marsh;Bolboschoenus maritimus;December;0.025114155;;;;;
Site 11Bm;Site 11Bm243;Salt Marsh;Bolboschoenus maritimus;January;0.235159817;;;;;
Site 12Bm;Site 12Bm244;Salt Marsh;Bolboschoenus maritimus;February;0.347031963;;;;;
Site 13Bm;Site 13Bm245;Salt Marsh;Bolboschoenus maritimus;March;0.328767123;;;;;
Site 14Bm;Site 14Bm246;Salt Marsh;Bolboschoenus maritimus;April;0.303652968;;;;;
Site 15Bm;Site 15Bm247;Salt Marsh;Bolboschoenus maritimus;May;0.303652968;;;;;
Site 16Bm;Site 16Bm248;Salt Marsh;Bolboschoenus maritimus;June;0.157534247;;;;;
Site 23Bm;Site 23Bm249;Salt Marsh;Bolboschoenus maritimus;March;0.292237443;;;;;
Site 24Bm;Site 24Bm250;Salt Marsh;Bolboschoenus maritimus;April;0.200913242;;;;;
Site 25Bm;Site 25Bm251;Salt Marsh;Bolboschoenus maritimus;May;0.134703196;;;;;
Site 211Bm;Site 211Bm252;Salt Marsh;Bolboschoenus maritimus;November;0;;;;;
Site 212Bm;Site 212Bm253;Salt Marsh;Bolboschoenus maritimus;December;0.00456621;;;;;
Site 21Bm;Site 21Bm254;Salt Marsh;Bolboschoenus maritimus;January;0.109589041;;;;;
Site 22Bm;Site 22Bm255;Salt Marsh;Bolboschoenus maritimus;February;0.561643836;;;;;
Site 23Bm;Site 23Bm256;Salt Marsh;Bolboschoenus maritimus;March;0.589041096;;;;;
Site 24Bm;Site 24Bm257;Salt Marsh;Bolboschoenus maritimus;April;0.883561644;;;;;
Site 25Bm;Site 25Bm258;Salt Marsh;Bolboschoenus maritimus;May;0.561643836;;;;;
Site 26Bm;Site 26Bm259;Salt Marsh;Bolboschoenus maritimus;June;0.422374429;;;;;
Site 33Bm;Site 33Bm260;Salt Marsh;Bolboschoenus maritimus;March;0.520547945;;;;;
